$Info: Start...
Info: get 10000 brown.words
Info: annotate pos_tag (10000 tokens)
Info: convert to pyrata format 
Info: control pyrata cpu time and memory usage
Info: end.
         5803160 function calls (5744724 primitive calls) in 11.093 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       95    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1252(_path_hooks)
        1    0.000    0.000    0.006    0.006 exponential.py:1(<module>)
     7613    0.005    0.000    0.006    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.006    0.006 doctest.py:579(DocTestParser)
        2    0.000    0.000    0.006    0.003 grammar.py:1251(fromstring)
        1    0.000    0.000    0.006    0.006 libmpf.py:1(<module>)
      771    0.002    0.000    0.005    0.000 data.py:1201(seek)
      522    0.004    0.000    0.005    0.000 inspect.py:2760(__init__)
        1    0.000    0.000    0.005    0.005 rings.py:1(<module>)
        1    0.000    0.000    0.005    0.005 ElementTree.py:1(<module>)
        1    0.000    0.000    0.005    0.005 lexicon.py:7(<module>)
        6    0.000    0.000    0.005    0.001 api.py:9(<module>)
   165/55    0.001    0.000    0.005    0.000 compatibility.py:498(ordered)
        1    0.000    0.000    0.005    0.005 trigsimp.py:1(<module>)
        1    0.000    0.000    0.005    0.005 factor_.py:1(<module>)
      702    0.003    0.000    0.005    0.000 inspect.py:2477(__init__)
        1    0.000    0.000    0.005    0.005 chunked.py:9(<module>)
     2270    0.003    0.000    0.005    0.000 match.py:86(group)
       13    0.001    0.000    0.005    0.000 enum.py:462(<listcomp>)
        1    0.000    0.000    0.005    0.005 shutil.py:1(<module>)
    13732    0.005    0.000    0.005    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.005    0.005 tagged.py:251(__init__)
        1    0.000    0.000    0.005    0.005 tagged.py:40(__init__)
        1    0.000    0.000    0.005    0.005 api.py:42(__init__)
       95    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
        1    0.000    0.000    0.005    0.005 scimath.py:1(<module>)
        1    0.000    0.000    0.005    0.005 util.py:795(find_corpus_fileids)
       93    0.001    0.000    0.005    0.000 cache.py:64(func_wrapper)
        1    0.000    0.000    0.005    0.005 header.py:5(<module>)
      280    0.001    0.000    0.005    0.000 function_base.py:475(add_newdoc)
        1    0.000    0.000    0.005    0.005 _add_newdocs.py:1(<module>)
      620    0.004    0.000    0.005    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.005    0.005 compiled_pattern.py:29(<module>)
        1    0.000    0.000    0.005    0.005 inspect.py:1(<module>)
      749    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
      219    0.002    0.000    0.005    0.000 inspect.py:1800(_signature_bound_method)
     2390    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        1    0.000    0.000    0.005    0.005 ctx_mp_python.py:3(<module>)
        2    0.000    0.000    0.005    0.002 inverse.py:1(<module>)
      511    0.001    0.000    0.004    0.000 genericpath.py:16(exists)
      239    0.000    0.000    0.004    0.000 _regex_core.py:1478(parse_set_member)
    16967    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
    19894    0.004    0.000    0.004    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.004    0.004 evaluate.py:12(<module>)
        4    0.000    0.000    0.004    0.001 util.py:1(<module>)
        1    0.000    0.000    0.004    0.004 bracket_parse.py:8(<module>)
        1    0.000    0.000    0.004    0.004 fancysets.py:1(<module>)
        1    0.000    0.000    0.004    0.004 do_control-time-memory-usage.py:48(toPyRATAFormat)
        1    0.004    0.004    0.004    0.004 do_control-time-memory-usage.py:49(<listcomp>)
     2270    0.003    0.000    0.004    0.000 match.py:189(group)
        1    0.000    0.000    0.004    0.004 pdb.py:3(<module>)
        1    0.000    0.000    0.004    0.004 mwe.py:8(<module>)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
        3    0.001    0.000    0.004    0.001 lex.py:831(validate_module)
     1311    0.004    0.000    0.004    0.000 tagged.py:342(<listcomp>)
     7934    0.004    0.000    0.004    0.000 {method 'startswith' of 'str' objects}
       14    0.000    0.000    0.004    0.000 core.py:116(doc_note)
     1784    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
        7    0.000    0.000    0.004    0.001 ctx_mp_python.py:277(binary_op)
        1    0.000    0.000    0.004    0.004 formal.py:1(<module>)
        2    0.000    0.000    0.004    0.002 determinant.py:1(<module>)
        1    0.000    0.000    0.004    0.004 libhyper.py:1(<module>)
        1    0.000    0.000    0.004    0.004 polyoptions.py:397(Domain)
        1    0.000    0.000    0.004    0.004 data.py:8(<module>)
        1    0.000    0.000    0.004    0.004 extras.py:1(<module>)
      640    0.001    0.000    0.004    0.000 re.py:188(match)
        1    0.000    0.000    0.004    0.004 relextract.py:8(<module>)
        2    0.000    0.000    0.004    0.002 factorials.py:1(<module>)
        1    0.000    0.000    0.004    0.004 probability.py:16(<module>)
        2    0.000    0.000    0.004    0.002 grammar.py:1225(__init__)
        1    0.000    0.000    0.004    0.004 typing.py:1(<module>)
     4605    0.004    0.000    0.004    0.000 {built-in method _codecs.ascii_decode}
     2270    0.003    0.000    0.004    0.000 match.py:178(append)
      319    0.001    0.000    0.004    0.000 enum.py:858(__and__)
      364    0.002    0.000    0.004    0.000 enum.py:65(__setitem__)
        2    0.000    0.000    0.004    0.002 polynomial.py:1(<module>)
        1    0.000    0.000    0.004    0.004 zeta_functions.py:1(<module>)
     3878    0.002    0.000    0.004    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.004    0.004 ode.py:1(<module>)
        1    0.000    0.000    0.004    0.004 matpow.py:1(<module>)
  785/779    0.002    0.000    0.004    0.000 {built-in method builtins.sum}
       95    0.004    0.000    0.004    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.004    0.004 numerictypes.py:1(<module>)
      980    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:176(cb)
      252    0.001    0.000    0.004    0.000 _regex_core.py:1519(parse_set_item)
      980    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:58(__init__)
        2    0.000    0.000    0.004    0.002 grammar.py:461(__init__)
        1    0.000    0.000    0.004    0.004 ellipse.py:1(<module>)
        1    0.000    0.000    0.003    0.003 linecache.py:1(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
       23    0.000    0.000    0.003    0.000 overrides.py:227(decorator)
        3    0.000    0.000    0.003    0.001 lex.py:493(_form_master_re)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
       28    0.002    0.000    0.003    0.000 inspect.py:625(cleandoc)
        1    0.000    0.000    0.003    0.003 pickle.py:1(<module>)
        1    0.000    0.000    0.003    0.003 discourse.py:9(<module>)
       95    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        1    0.000    0.000    0.003    0.003 importtools.py:1(<module>)
        1    0.000    0.000    0.003    0.003 singularity_functions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.003    0.003 treebank.py:254(<listcomp>)
        1    0.000    0.000    0.003    0.003 dense_ndim_array.py:1(<module>)
        1    0.000    0.000    0.003    0.003 events.py:1(<module>)
     4915    0.003    0.000    0.003    0.000 {method 'endswith' of 'str' objects}
     2899    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:863(__enter__)
        1    0.000    0.000    0.003    0.003 boxer.py:10(<module>)
        3    0.000    0.000    0.003    0.001 ctx_base.py:42(__init__)
     4328    0.003    0.000    0.003    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:7(<module>)
        1    0.000    0.000    0.003    0.003 blockmatrix.py:1(<module>)
     3007    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
      117    0.001    0.000    0.003    0.000 sre_compile.py:411(_mk_bitmap)
     3823    0.003    0.000    0.003    0.000 {method 'seek' of '_io.BufferedReader' objects}
     2899    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:867(__exit__)
        1    0.000    0.000    0.003    0.003 pl196x.py:8(<module>)
        1    0.000    0.000    0.003    0.003 kind.py:1(<module>)
     9854    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
        3    0.001    0.000    0.003    0.001 functions.py:18(__init__)
        1    0.000    0.000    0.003    0.003 tokenize.py:1(<module>)
    74/37    0.002    0.000    0.003    0.000 compatibility.py:314(default_sort_key)
        1    0.000    0.000    0.003    0.003 __init__.py:441(StrFormatStyle)
        1    0.000    0.000    0.003    0.003 gammazeta.py:1(<module>)
        1    0.000    0.000    0.003    0.003 products.py:1(<module>)
        1    0.000    0.000    0.003    0.003 type_check.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.003    0.003 util.py:821(<listcomp>)
      101    0.000    0.000    0.003    0.000 functools.py:525(decorating_function)
        1    0.000    0.000    0.003    0.003 ast.py:1(<module>)
        1    0.000    0.000    0.003    0.003 brill.py:11(<module>)
       28    0.000    0.000    0.003    0.000 re.py:203(sub)
        1    0.000    0.000    0.003    0.003 unix_events.py:1(<module>)
     60/5    0.000    0.000    0.003    0.001 _regex_core.py:3374(optimise)
        1    0.000    0.000    0.003    0.003 gammazeta.py:1371(<listcomp>)
        1    0.000    0.000    0.003    0.003 elliptic_integrals.py:1(<module>)
        1    0.000    0.000    0.003    0.003 libintmath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 mathieu_functions.py:1(<module>)
     1149    0.002    0.000    0.003    0.000 _regex_core.py:4115(match)
        1    0.000    0.000    0.003    0.003 models.py:7(<module>)
      219    0.001    0.000    0.003    0.000 inspect.py:2853(replace)
      8/2    0.000    0.000    0.003    0.001 _regex_core.py:2011(optimise)
       10    0.000    0.000    0.003    0.000 extras.py:235(__init__)
      426    0.002    0.000    0.003    0.000 libmpf.py:291(from_man_exp)
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
     2649    0.002    0.000    0.002    0.000 sre_parse.py:172(append)
       10    0.000    0.000    0.002    0.000 extras.py:239(getdoc)
     8970    0.002    0.000    0.002    0.000 boolalg.py:334(__bool__)
      552    0.001    0.000    0.002    0.000 sre_compile.py:423(_simple)
       15    0.000    0.000    0.002    0.000 util.py:200(_open)
        2    0.000    0.000    0.002    0.001 domainmatrix.py:1(<module>)
       60    0.001    0.000    0.002    0.000 typing.py:659(__init__)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:1(<module>)
     2146    0.002    0.000    0.002    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.002    0.002 panlex_lite.py:8(<module>)
        1    0.000    0.000    0.002    0.002 special.py:1(<module>)
     2884    0.002    0.000    0.002    0.000 sre_parse.py:160(__len__)
     4683    0.002    0.000    0.002    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.002    0.002 stringpict.py:1(<module>)
        1    0.000    0.000    0.002    0.002 snowball.py:310(ArabicStemmer)
        2    0.000    0.000    0.002    0.001 regexp.py:9(<module>)
      5/4    0.000    0.000    0.002    0.001 _regex_core.py:2938(optimise)
        1    0.000    0.000    0.002    0.002 mutable_ndim_array.py:1(<module>)
      892    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
        1    0.000    0.000    0.002    0.002 plot_implicit.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ask.py:1(<module>)
       16    0.000    0.000    0.002    0.000 data.py:324(open)
        1    0.000    0.000    0.002    0.002 glue.py:9(<module>)
     5405    0.002    0.000    0.002    0.000 {method 'issubset' of 'set' objects}
      8/2    0.000    0.000    0.002    0.001 _regex_core.py:2102(_flatten_branches)
      560    0.002    0.000    0.002    0.000 sre_compile.py:249(_compile_charset)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
      106    0.002    0.000    0.002    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.002    0.002 scanner.py:1(<module>)
        1    0.000    0.000    0.002    0.002 indexed.py:1(<module>)
    302/7    0.000    0.000    0.002    0.000 _regex_core.py:1869(compile)
      110    0.000    0.000    0.002    0.000 _regex_core.py:1822(with_flags)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
  157/139    0.001    0.000    0.002    0.000 _regex_core.py:3777(optimise)
        1    0.000    0.000    0.002    0.002 domain.py:1(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:4(<module>)
      117    0.002    0.000    0.002    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.002    0.002 legendre.py:1(<module>)
        1    0.001    0.001    0.002    0.002 libintmath.py:127(<listcomp>)
       21    0.001    0.000    0.002    0.000 enum.py:178(<setcomp>)
      235    0.000    0.000    0.002    0.000 libmpf.py:330(from_int)
      684    0.002    0.000    0.002    0.000 _regex_core.py:3972(get)
     1189    0.001    0.000    0.002    0.000 libintmath.py:91(python_bitcount)
        1    0.000    0.000    0.002    0.002 delta_functions.py:1(<module>)
        3    0.000    0.000    0.002    0.001 syntactic_step_parser.py:281(__init__)
      520    0.002    0.000    0.002    0.000 compat.py:25(add_py3_data)
     2270    0.002    0.000    0.002    0.000 match.py:77(get_group_id)
     5608    0.002    0.000    0.002    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.002    0.002 punkt.py:13(<module>)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.002    0.002 homomorphisms.py:1(<module>)
        3    0.000    0.000    0.002    0.001 yacc.py:3216(yacc)
        1    0.000    0.000    0.002    0.002 rte_classify.py:8(<module>)
      969    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:342(__init__)
       85    0.002    0.000    0.002    0.000 utils.py:80(groupby)
        2    0.000    0.000    0.002    0.001 grammar.py:513(_calculate_leftcorners)
    31/19    0.000    0.000    0.002    0.000 _regex_core.py:3453(_compile)
        1    0.000    0.000    0.002    0.002 __init__.py:23(<module>)
